time,text,udid
2026/01/10 17:24,时间：2026/01/10 17:24周六下午，休息日，城市：北京市，POI：戏剧/音乐和文化、旅游景点、公园及休憩用地，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 01:30,时间：2026/01/11 01:30周日凌晨，休息日，城市：北京市，前487分钟从北京市市内低速移动，Wifi未连接，应用记录：微信共5秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 01:56,时间：2026/01/11 01:56周日凌晨，休息日，城市：北京市，POI：电动车充电站，Wifi未连接，应用记录：微信共5秒，交互7次；输入法共1秒，交互8次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 03:44,时间：2026/01/11 03:44周日凌晨，休息日，城市：北京市，前108分钟从北京市市内低速移动，Wifi未连接，应用记录：微信(聊天)共8秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 06:15,时间：2026/01/11 06:15周日上午，休息日，城市：北京市，前151分钟从北京市市内低速移动，Wifi未连接，应用记录：高德地图共1秒，交互1次；输入法(系统)共3秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 06:38,时间：2026/01/11 06:38周日上午，休息日，城市：北京市，前23分钟从北京市市内低速移动，Wifi未连接，应用记录：高德地图(工具)共28秒，交互2次；输入法(系统)共3秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 06:54,时间：2026/01/11 06:54周日上午，休息日，城市：北京市，POI：餐厅，前16分钟从北京市市内低速移动，Wifi未连接，应用记录：支付宝(支付宝)共19秒，交互1次；微信(聊天)共12秒，交互1次；计算器(工具)共20秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 08:30,时间：2026/01/11 08:30周日上午，休息日，城市：北京市，POI：餐厅、便利店，Wifi已连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 17:01,时间：2026/01/11 17:01周日下午，休息日，城市：北京市，POI：博物馆、旅游景点、公园及休憩用地，前512分钟从北京市市内低速移动，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 19:34,时间：2026/01/11 19:34周日晚上，休息日，城市：北京市，POI：餐厅，前153分钟从北京市市内低速移动，Wifi未连接，应用记录：支付宝(支付宝)共15秒，交互1次；微信共3秒，交互1次；手机百度共9秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/11 20:12,时间：2026/01/11 20:12周日晚上，休息日，城市：北京市，POI：餐厅，Wifi已连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 01:31,时间：2026/01/12 01:31周一凌晨，工作日，城市：北京市，POI：餐厅，Wifi已连接，应用记录：微信共1秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 02:26,时间：2026/01/12 02:26周一凌晨，工作日，城市：北京市，前55分钟从北京市市内高速移动，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 04:39,时间：2026/01/12 04:39周一凌晨，工作日，城市：北京市，POI：店铺、便利店，前133分钟从北京市市内低速移动，Wifi未连接，应用记录：微信(聊天)共22秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 05:47,时间：2026/01/12 05:47周一凌晨，工作日，城市：北京市，POI：餐厅，前68分钟从北京市市内低速移动，Wifi未连接，应用记录：相机(相机)共3秒，交互1次；微信(聊天)共44秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 06:40,时间：2026/01/12 06:40周一上午，工作日，城市：北京市，前53分钟从北京市市内低速移动，Wifi未连接，应用记录：微信(聊天)共23秒，交互1次；手机百度共8秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 08:03,时间：2026/01/12 08:03周一上午，工作日，城市：北京市，Wifi已连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 08:18,时间：2026/01/12 08:18周一上午，工作日，城市：北京市，Wifi已连接，应用记录：计算器共5秒，交互5次；微信共3秒，交互2次；输入法(系统)共29秒，交互1次；截屏(系统)共7秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 08:35,时间：2026/01/12 08:35周一上午，工作日，城市：北京市，Wifi未连接，应用记录：相机(相机)共55秒，交互3次；微信共7秒，交互5次；计算器(工具)共35秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 09:14,时间：2026/01/12 09:14周一上午，工作日，城市：北京市，Wifi未连接，应用记录：计算器共9秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 09:47,时间：2026/01/12 09:47周一上午，工作日，城市：北京市，Wifi未连接，应用记录：计算器共6秒，交互4次；WPS Office共7秒，交互5次；输入法共3秒，交互4次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 11:26,时间：2026/01/12 11:26周一上午，工作日，城市：北京市，POI：汽车维修点，前99分钟从北京市市内低速移动，Wifi未连接，应用记录：微信(聊天)共28秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 12:50,时间：2026/01/12 12:50周一下午，工作日，城市：北京市，POI：公司、市场、店铺、餐厅，前84分钟从北京市市内低速移动，Wifi未连接，应用记录：输入法(系统)共57秒，交互4次；微信(聊天)共51秒，交互4次；应用市场(工具)共14秒，交互1次；拼多多(商城)共52秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 13:12,时间：2026/01/12 13:12周一下午，工作日，城市：北京市，前23分钟从北京市市内低速移动，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 13:47,时间：2026/01/12 13:47周一下午，工作日，城市：北京市，Wifi已连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 17:10,时间：2026/01/12 17:10周一下午，工作日，城市：北京市，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 18:44,时间：2026/01/12 18:44周一晚上，工作日，城市：北京市，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 19:31,时间：2026/01/12 19:31周一晚上，工作日，城市：北京市，Wifi已连接，应用记录：输入法(系统)共2秒，交互1次；淘宝共2秒，交互1次；手机百度共11秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/12 20:09,时间：2026/01/12 20:09周一晚上，工作日，城市：北京市，Wifi已连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 01:48,时间：2026/01/13 01:48周二凌晨，工作日，城市：北京市，Wifi未连接，应用记录：微信共1秒，交互4次；天气(工具)共49秒，交互1次；输入法(系统)共3秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 03:02,时间：2026/01/13 03:02周二凌晨，工作日，城市：北京市，前75分钟从北京市市内低速移动，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 05:40,时间：2026/01/13 05:40周二凌晨，工作日，城市：北京市，POI：购物中心，前157分钟从北京市市内低速移动，Wifi未连接，应用记录：相机(相机)共11秒，交互2次；微信共1秒，交互3次；输入法(系统)共4秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 06:29,时间：2026/01/13 06:29周二上午，工作日，城市：北京市，前49分钟从北京市市内低速移动，Wifi未连接，应用记录：微信(聊天)共47秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 06:48,时间：2026/01/13 06:48周二上午，工作日，城市：北京市，前19分钟从北京市市内低速移动，Wifi未连接，应用记录：相机(相机)共12秒，交互1次；微信(聊天)共31秒，交互3次；天气(工具)共7秒，交互1次；手机百度(工具)共22秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 09:29,时间：2026/01/13 09:29周二上午，工作日，城市：北京市，Wifi未连接，应用记录：计算器共13秒，交互5次；微信共5秒，交互4次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 10:24,时间：2026/01/13 10:24周二上午，工作日，城市：北京市，Wifi已连接，应用记录：微信共2秒，交互3次；输入法(系统)共12秒，交互2次；手机百度共13秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 10:46,时间：2026/01/13 10:46周二上午，工作日，城市：北京市，Wifi已连接，应用记录：手机百度共4秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 14:38,时间：2026/01/13 14:38周二下午，工作日，城市：北京市，Wifi未连接，应用记录：微信共3秒，交互5次；输入法(系统)共18秒，交互2次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 14:57,时间：2026/01/13 14:57周二下午，工作日，城市：北京市，POI：地铁站，Wifi未连接，应用记录：交管12123(汽车)共32秒，交互1次；微信(聊天)共46秒，交互2次；北京燃气(家政)共6秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 17:52,时间：2026/01/13 17:52周二下午，工作日，城市：北京市，POI：戏剧/音乐和文化、旅游景点、公园及休憩用地、餐厅、公司、美食附属设施、店铺，前176分钟从北京市市内低速移动，Wifi未连接，应用记录：微信(聊天)共12秒，交互3次；支付宝(支付宝)共15秒，交互1次,0000d06d-b99d-44c9-8efb-e13251fc177e
2026/01/13 18:38,时间：2026/01/13 18:38周二晚上，工作日，城市：北京市，POI：旅游景点、公园及休憩用地，前46分钟从北京市市内低速移动，Wifi未连接，应用记录：无,0000d06d-b99d-44c9-8efb-e13251fc177e
